index,model,legal_ref_sim,refex_now
66,Qwen/Qwen3.6-35B-A3B-FP8,0.125,0.09090909090909091
67,Qwen/Qwen3.6-35B-A3B-FP8,0.2058823529411764,0.2
68,Qwen/Qwen3.6-35B-A3B-FP8,0.0533333333333333,0.1111111111111111
69,Qwen/Qwen3.6-35B-A3B-FP8,0.1304347826086956,0.0
70,Qwen/Qwen3.6-35B-A3B-FP8,0.0649350649350649,0.07894736842105263
71,Qwen/Qwen3.6-35B-A3B-FP8,0.0769230769230769,0.07142857142857142
72,Qwen/Qwen3.6-35B-A3B-FP8,0.1914893617021276,0.2631578947368421
73,Qwen/Qwen3.6-35B-A3B-FP8,0.1511627906976744,0.1509433962264151
74,Qwen/Qwen3.6-35B-A3B-FP8,0.2,0.23529411764705882
75,Qwen/Qwen3.6-35B-A3B-FP8,0.1195652173913043,0.19607843137254902
76,Qwen/Qwen3.6-35B-A3B-FP8,0.2941176470588235,0.11764705882352941
77,Qwen/Qwen3.6-35B-A3B-FP8,0.0897435897435897,0.25
78,Qwen/Qwen3.6-35B-A3B-FP8,0.2222222222222222,0.16666666666666666
79,Qwen/Qwen3.6-35B-A3B-FP8,0.12,0.04
80,Qwen/Qwen3.6-35B-A3B-FP8,0.1694915254237288,0.23529411764705882
0,deepseek/deepseek-r1-0528,0.1016949152542373,0.09090909090909091
1,deepseek/deepseek-r1-0528,0.1463414634146341,0.15789473684210525
2,deepseek/deepseek-r1-0528,0.238095238095238,0.3125
3,deepseek/deepseek-r1-0528,0.1956521739130435,0.23809523809523808
4,deepseek/deepseek-r1-0528,0.056338028169014,0.024390243902439025
5,deepseek/deepseek-r1-0528,0.1694915254237288,0.2962962962962963
6,deepseek/deepseek-r1-0528,0.1690140845070422,0.23809523809523808
7,deepseek/deepseek-r1-0528,0.25,
8,deepseek/deepseek-r1-0528,0.1538461538461538,0.2727272727272727
9,deepseek/deepseek-r1-0528,0.1458333333333333,0.16666666666666666
10,deepseek/deepseek-r1-0528,0.2962962962962963,0.26666666666666666
11,deepseek/deepseek-r1-0528,0.140625,0.125
12,deepseek/deepseek-r1-0528,0.3,0.14285714285714285
13,deepseek/deepseek-r1-0528,0.1168831168831168,0.16326530612244897
14,deepseek/deepseek-r1-0528,0.109375,0.20689655172413793
15,deepseek/deepseek-r1-0528,0.2,0.32142857142857145
16,deepseek/deepseek-r1-0528,0.2941176470588235,0.2727272727272727
17,deepseek/deepseek-r1-0528,0.2244897959183673,0.3
18,deepseek/deepseek-r1-0528,0.0704225352112676,0.10638297872340426
19,deepseek/deepseek-r1-0528,0.1836734693877551,0.2857142857142857
20,deepseek/deepseek-r1-0528,0.2142857142857142,0.1111111111111111
21,deepseek/deepseek-r1-0528,0.2456140350877192,0.2413793103448276
22,deepseek/deepseek-r1-0528,0.0958904109589041,0.08108108108108109
23,deepseek/deepseek-r1-0528,0.2264150943396226,0.15
24,deepseek/deepseek-r1-0528,0.1964285714285714,0.17647058823529413
25,deepseek/deepseek-r1-0528,0.1515151515151515,0.18604651162790697
26,deepseek/deepseek-r1-0528,0.1,0.12195121951219512
27,deepseek/deepseek-r1-0528,0.1746031746031746,0.2972972972972973
28,deepseek/deepseek-r1-0528,0.1041666666666666,0.22727272727272727
29,deepseek/deepseek-r1-0528,0.4782608695652174,0.35714285714285715
30,deepseek/deepseek-r1-0528,0.1034482758620689,0.05263157894736842
31,deepseek/deepseek-r1-0528,0.0943396226415094,0.07692307692307693
32,deepseek/deepseek-r1-0528,0.1285714285714285,0.17857142857142858
33,deepseek/deepseek-r1-0528,0.1379310344827586,0.21212121212121213
34,deepseek/deepseek-r1-0528,0.0588235294117647,0.06451612903225806
35,deepseek/deepseek-r1-0528,0.1551724137931034,0.18604651162790697
36,deepseek/deepseek-r1-0528,0.0925925925925925,0.1875
37,deepseek/deepseek-r1-0528,0.1030927835051546,0.3076923076923077
38,deepseek/deepseek-r1-0528,0.0689655172413793,0.058823529411764705
39,deepseek/deepseek-r1-0528,0.3461538461538461,0.3076923076923077
40,deepseek/deepseek-r1-0528,0.2235294117647059,0.3023255813953488
41,deepseek/deepseek-r1-0528,0.1896551724137931,0.2
42,deepseek/deepseek-r1-0528,0.1194029850746268,0.21428571428571427
43,deepseek/deepseek-r1-0528,0.188235294117647,0.234375
44,deepseek/deepseek-r1-0528,0.4285714285714285,0.5555555555555556
45,deepseek/deepseek-r1-0528,0.0512820512820512,0.09090909090909091
46,deepseek/deepseek-r1-0528,0.1333333333333333,0.25
47,deepseek/deepseek-r1-0528,0.1549295774647887,0.19444444444444445
48,deepseek/deepseek-r1-0528,0.1041666666666666,0.16666666666666666
49,deepseek/deepseek-r1-0528,0.2978723404255319,0.3225806451612903
50,deepseek/deepseek-r1-0528,0.1969696969696969,0.2619047619047619
51,deepseek/deepseek-r1-0528,0.1746031746031746,0.24444444444444444
52,deepseek/deepseek-r1-0528,0.119047619047619,0.0
53,deepseek/deepseek-r1-0528,0.144927536231884,0.20512820512820512
54,deepseek/deepseek-r1-0528,0.1770833333333333,0.24444444444444444
55,deepseek/deepseek-r1-0528,0.203125,0.25
56,deepseek/deepseek-r1-0528,0.1538461538461538,0.13636363636363635
57,deepseek/deepseek-r1-0528,0.1153846153846153,0.0
58,deepseek/deepseek-r1-0528,0.0987654320987654,0.1794871794871795
59,deepseek/deepseek-r1-0528,0.175438596491228,0.16
60,deepseek/deepseek-r1-0528,0.0945945945945946,0.24
61,deepseek/deepseek-r1-0528,0.2068965517241379,0.1
62,deepseek/deepseek-r1-0528,0.0476190476190476,0.1
63,deepseek/deepseek-r1-0528,0.2647058823529412,0.0
64,deepseek/deepseek-r1-0528,0.1098901098901098,0.14
65,deepseek/deepseek-r1-0528,0.2205882352941176,0.16279069767441862
66,deepseek/deepseek-r1-0528,0.0,0.0
67,deepseek/deepseek-r1-0528,0.2058823529411764,0.2
68,deepseek/deepseek-r1-0528,0.0875,0.15789473684210525
69,deepseek/deepseek-r1-0528,0.0697674418604651,0.0
70,deepseek/deepseek-r1-0528,0.1466666666666666,0.2647058823529412
71,deepseek/deepseek-r1-0528,0.0727272727272727,0.0967741935483871
72,deepseek/deepseek-r1-0528,0.2631578947368421,0.2
73,deepseek/deepseek-r1-0528,0.2439024390243902,0.2826086956521739
74,deepseek/deepseek-r1-0528,0.2280701754385964,0.2903225806451613
75,deepseek/deepseek-r1-0528,0.1046511627906976,0.15555555555555556
76,deepseek/deepseek-r1-0528,0.3125,0.26666666666666666
77,deepseek/deepseek-r1-0528,0.0921052631578947,0.15789473684210525
78,deepseek/deepseek-r1-0528,0.2631578947368421,0.14285714285714285
79,deepseek/deepseek-r1-0528,0.1555555555555555,0.15
80,deepseek/deepseek-r1-0528,0.1896551724137931,0.2903225806451613
0,deepseek/deepseek-v3.2,0.1052631578947368,0.20689655172413793
1,deepseek/deepseek-v3.2,0.1578947368421052,0.17647058823529413
2,deepseek/deepseek-v3.2,0.1951219512195122,0.23529411764705882
3,deepseek/deepseek-v3.2,0.2272727272727272,0.2857142857142857
4,deepseek/deepseek-v3.2,0.1228070175438596,0.18518518518518517
5,deepseek/deepseek-v3.2,0.2222222222222222,0.34615384615384615
6,deepseek/deepseek-v3.2,0.0869565217391304,0.15
7,deepseek/deepseek-v3.2,0.2368421052631578,
8,deepseek/deepseek-v3.2,0.0923076923076923,0.2608695652173913
9,deepseek/deepseek-v3.2,0.1860465116279069,0.08333333333333333
10,deepseek/deepseek-v3.2,0.2413793103448276,0.2777777777777778
11,deepseek/deepseek-v3.2,0.1451612903225806,0.10526315789473684
12,deepseek/deepseek-v3.2,0.2333333333333333,0.14285714285714285
13,deepseek/deepseek-v3.2,0.075,0.12
14,deepseek/deepseek-v3.2,0.0833333333333333,0.14814814814814814
15,deepseek/deepseek-v3.2,0.2372881355932203,0.44
16,deepseek/deepseek-v3.2,0.2777777777777778,0.5
17,deepseek/deepseek-v3.2,0.1,0.08333333333333333
18,deepseek/deepseek-v3.2,0.0606060606060606,0.0975609756097561
19,deepseek/deepseek-v3.2,0.217391304347826,0.47368421052631576
20,deepseek/deepseek-v3.2,0.1627906976744186,0.0
21,deepseek/deepseek-v3.2,0.2452830188679245,0.3333333333333333
22,deepseek/deepseek-v3.2,0.0958904109589041,0.07894736842105263
23,deepseek/deepseek-v3.2,0.2307692307692307,0.14285714285714285
24,deepseek/deepseek-v3.2,0.175438596491228,0.1388888888888889
25,deepseek/deepseek-v3.2,0.1492537313432835,0.1702127659574468
26,deepseek/deepseek-v3.2,0.1343283582089552,0.21052631578947367
27,deepseek/deepseek-v3.2,0.1176470588235294,0.16279069767441862
28,deepseek/deepseek-v3.2,0.0869565217391304,0.22727272727272727
29,deepseek/deepseek-v3.2,0.375,0.3076923076923077
30,deepseek/deepseek-v3.2,0.2692307692307692,0.1875
31,deepseek/deepseek-v3.2,0.0980392156862745,0.07692307692307693
32,deepseek/deepseek-v3.2,0.1323529411764706,0.20833333333333334
33,deepseek/deepseek-v3.2,0.135593220338983,0.20588235294117646
34,deepseek/deepseek-v3.2,0.0576923076923076,0.06896551724137931
35,deepseek/deepseek-v3.2,0.1311475409836065,0.15217391304347827
36,deepseek/deepseek-v3.2,0.0196078431372549,0.0
37,deepseek/deepseek-v3.2,0.1521739130434782,0.4074074074074074
38,deepseek/deepseek-v3.2,0.0943396226415094,0.16
39,deepseek/deepseek-v3.2,0.4444444444444444,0.5
40,deepseek/deepseek-v3.2,0.1547619047619047,0.2702702702702703
41,deepseek/deepseek-v3.2,0.1071428571428571,0.0
42,deepseek/deepseek-v3.2,0.109375,0.2
43,deepseek/deepseek-v3.2,0.1413043478260869,0.18571428571428572
44,deepseek/deepseek-v3.2,0.3448275862068966,0.36363636363636365
45,deepseek/deepseek-v3.2,0.0263157894736842,0.0
46,deepseek/deepseek-v3.2,0.1132075471698113,0.25
47,deepseek/deepseek-v3.2,0.1780821917808219,0.3055555555555556
48,deepseek/deepseek-v3.2,0.2127659574468085,0.375
49,deepseek/deepseek-v3.2,0.3404255319148936,0.4
50,deepseek/deepseek-v3.2,0.1791044776119403,0.23255813953488372
51,deepseek/deepseek-v3.2,0.1774193548387097,0.2
52,deepseek/deepseek-v3.2,0.217391304347826,0.0
53,deepseek/deepseek-v3.2,0.21875,0.35294117647058826
54,deepseek/deepseek-v3.2,0.1386138613861386,0.14285714285714285
55,deepseek/deepseek-v3.2,0.2033898305084746,0.32432432432432434
56,deepseek/deepseek-v3.2,0.1081081081081081,0.10256410256410256
57,deepseek/deepseek-v3.2,0.1,0.0
58,deepseek/deepseek-v3.2,0.0921052631578947,0.16666666666666666
59,deepseek/deepseek-v3.2,0.1578947368421052,0.17391304347826086
60,deepseek/deepseek-v3.2,0.0704225352112676,0.13636363636363635
61,deepseek/deepseek-v3.2,0.3220338983050847,0.25
62,deepseek/deepseek-v3.2,0.175438596491228,0.18181818181818182
63,deepseek/deepseek-v3.2,0.25,0.0
64,deepseek/deepseek-v3.2,0.1529411764705882,0.1875
65,deepseek/deepseek-v3.2,0.1764705882352941,0.20930232558139536
66,deepseek/deepseek-v3.2,0.1379310344827586,0.15
67,deepseek/deepseek-v3.2,0.1935483870967742,0.21428571428571427
68,deepseek/deepseek-v3.2,0.131578947368421,0.25
69,deepseek/deepseek-v3.2,0.048780487804878,0.0
70,deepseek/deepseek-v3.2,0.1447368421052631,0.23684210526315788
71,deepseek/deepseek-v3.2,0.1372549019607843,0.17857142857142858
72,deepseek/deepseek-v3.2,0.225,0.21428571428571427
73,deepseek/deepseek-v3.2,0.25,0.3125
74,deepseek/deepseek-v3.2,0.1967213114754098,0.23529411764705882
75,deepseek/deepseek-v3.2,0.1379310344827586,0.2391304347826087
76,deepseek/deepseek-v3.2,0.2727272727272727,0.25
77,deepseek/deepseek-v3.2,0.1466666666666666,0.2
78,deepseek/deepseek-v3.2,0.2941176470588235,0.25
79,deepseek/deepseek-v3.2,0.217391304347826,0.3
80,deepseek/deepseek-v3.2,0.1833333333333333,0.2647058823529412
0,deepseek/deepseek-chat-v3-0324,0.1333333333333333,0.1875
1,deepseek/deepseek-chat-v3-0324,0.1282051282051282,0.1111111111111111
2,deepseek/deepseek-chat-v3-0324,0.1860465116279069,0.1875
3,deepseek/deepseek-chat-v3-0324,0.2045454545454545,0.2857142857142857
4,deepseek/deepseek-chat-v3-0324,0.0576923076923076,0.045454545454545456
5,deepseek/deepseek-chat-v3-0324,0.109090909090909,0.1111111111111111
6,deepseek/deepseek-chat-v3-0324,0.1212121212121212,0.1891891891891892
7,deepseek/deepseek-chat-v3-0324,0.1944444444444444,
8,deepseek/deepseek-chat-v3-0324,0.1111111111111111,0.23529411764705882
9,deepseek/deepseek-chat-v3-0324,0.1428571428571428,0.2
10,deepseek/deepseek-chat-v3-0324,0.1923076923076923,0.2
11,deepseek/deepseek-chat-v3-0324,0.1475409836065573,0.13513513513513514
12,deepseek/deepseek-chat-v3-0324,0.25,0.0
13,deepseek/deepseek-chat-v3-0324,0.1168831168831168,0.14285714285714285
14,deepseek/deepseek-chat-v3-0324,0.087719298245614,0.08
15,deepseek/deepseek-chat-v3-0324,0.1428571428571428,0.21052631578947367
16,deepseek/deepseek-chat-v3-0324,0.2058823529411764,0.3
17,deepseek/deepseek-chat-v3-0324,0.1276595744680851,0.08333333333333333
18,deepseek/deepseek-chat-v3-0324,0.0597014925373134,0.09523809523809523
19,deepseek/deepseek-chat-v3-0324,0.119047619047619,0.17647058823529413
20,deepseek/deepseek-chat-v3-0324,0.225,0.0
21,deepseek/deepseek-chat-v3-0324,0.1224489795918367,0.15
22,deepseek/deepseek-chat-v3-0324,0.05,0.07407407407407407
23,deepseek/deepseek-chat-v3-0324,0.1632653061224489,0.058823529411764705
24,deepseek/deepseek-chat-v3-0324,0.1578947368421052,0.14705882352941177
25,deepseek/deepseek-chat-v3-0324,0.0634920634920634,0.09523809523809523
26,deepseek/deepseek-chat-v3-0324,0.0441176470588235,0.07894736842105263
27,deepseek/deepseek-chat-v3-0324,0.0967741935483871,0.17142857142857143
28,deepseek/deepseek-chat-v3-0324,0.0212765957446808,0.043478260869565216
29,deepseek/deepseek-chat-v3-0324,0.4166666666666667,0.2857142857142857
30,deepseek/deepseek-chat-v3-0324,0.2083333333333333,0.15384615384615385
31,deepseek/deepseek-chat-v3-0324,0.0625,0.0
32,deepseek/deepseek-chat-v3-0324,0.123076923076923,0.21739130434782608
33,deepseek/deepseek-chat-v3-0324,0.1071428571428571,0.15625
34,deepseek/deepseek-chat-v3-0324,0.0434782608695652,0.08
35,deepseek/deepseek-chat-v3-0324,0.1698113207547169,0.21052631578947367
36,deepseek/deepseek-chat-v3-0324,0.0,0.0
37,deepseek/deepseek-chat-v3-0324,0.0674157303370786,0.20833333333333334
38,deepseek/deepseek-chat-v3-0324,0.0833333333333333,0.125
39,deepseek/deepseek-chat-v3-0324,0.2692307692307692,0.25
40,deepseek/deepseek-chat-v3-0324,0.1097560975609756,0.1794871794871795
41,deepseek/deepseek-chat-v3-0324,0.1509433962264151,0.13333333333333333
42,deepseek/deepseek-chat-v3-0324,0.15625,0.2692307692307692
43,deepseek/deepseek-chat-v3-0324,0.1463414634146341,0.16923076923076924
44,deepseek/deepseek-chat-v3-0324,0.3333333333333333,0.3
45,deepseek/deepseek-chat-v3-0324,0.0512820512820512,0.125
46,deepseek/deepseek-chat-v3-0324,0.1320754716981132,0.2631578947368421
47,deepseek/deepseek-chat-v3-0324,0.1857142857142857,0.37142857142857144
48,deepseek/deepseek-chat-v3-0324,0.1333333333333333,0.2222222222222222
49,deepseek/deepseek-chat-v3-0324,0.1818181818181818,0.14285714285714285
50,deepseek/deepseek-chat-v3-0324,0.140625,0.14285714285714285
51,deepseek/deepseek-chat-v3-0324,0.1147540983606557,0.13636363636363635
52,deepseek/deepseek-chat-v3-0324,0.1111111111111111,0.0
53,deepseek/deepseek-chat-v3-0324,0.09375,0.1388888888888889
54,deepseek/deepseek-chat-v3-0324,0.1770833333333333,0.1702127659574468
55,deepseek/deepseek-chat-v3-0324,0.1333333333333333,0.1794871794871795
56,deepseek/deepseek-chat-v3-0324,0.081081081081081,0.1
57,deepseek/deepseek-chat-v3-0324,0.0652173913043478,0.0
58,deepseek/deepseek-chat-v3-0324,0.0649350649350649,0.13157894736842105
59,deepseek/deepseek-chat-v3-0324,0.0909090909090909,0.08333333333333333
60,deepseek/deepseek-chat-v3-0324,0.0972222222222222,0.19047619047619047
61,deepseek/deepseek-chat-v3-0324,0.2075471698113207,0.07142857142857142
62,deepseek/deepseek-chat-v3-0324,0.1428571428571428,0.25
63,deepseek/deepseek-chat-v3-0324,0.2727272727272727,0.0
64,deepseek/deepseek-chat-v3-0324,0.0602409638554216,0.06976744186046512
65,deepseek/deepseek-chat-v3-0324,0.1029411764705882,0.13953488372093023
66,deepseek/deepseek-chat-v3-0324,0.0625,0.11764705882352941
67,deepseek/deepseek-chat-v3-0324,0.1363636363636363,0.23529411764705882
68,deepseek/deepseek-chat-v3-0324,0.0579710144927536,0.07142857142857142
69,deepseek/deepseek-chat-v3-0324,0.0930232558139534,0.0
70,deepseek/deepseek-chat-v3-0324,0.0933333333333333,0.16666666666666666
71,deepseek/deepseek-chat-v3-0324,0.1,0.16
72,deepseek/deepseek-chat-v3-0324,0.1282051282051282,0.0625
73,deepseek/deepseek-chat-v3-0324,0.2,0.2127659574468085
74,deepseek/deepseek-chat-v3-0324,0.1929824561403508,0.22580645161290322
75,deepseek/deepseek-chat-v3-0324,0.1136363636363636,0.19148936170212766
76,deepseek/deepseek-chat-v3-0324,0.1612903225806451,0.14285714285714285
77,deepseek/deepseek-chat-v3-0324,0.1,0.17647058823529413
78,deepseek/deepseek-chat-v3-0324,0.3333333333333333,0.3333333333333333
79,deepseek/deepseek-chat-v3-0324,0.1818181818181818,0.16666666666666666
80,deepseek/deepseek-chat-v3-0324,0.0625,0.05405405405405406
0,openai/gpt-oss-120b,0.0847457627118644,0.11428571428571428
1,openai/gpt-oss-120b,0.1351351351351351,0.14285714285714285
2,openai/gpt-oss-120b,0.1555555555555555,0.2777777777777778
3,openai/gpt-oss-120b,0.1489361702127659,0.24
4,openai/gpt-oss-120b,0.074074074074074,0.08695652173913043
5,openai/gpt-oss-120b,0.0754716981132075,0.15625
6,openai/gpt-oss-120b,0.1267605633802817,0.14893617021276595
7,openai/gpt-oss-120b,0.3055555555555556,
8,openai/gpt-oss-120b,0.0701754385964912,0.0
9,openai/gpt-oss-120b,0.1363636363636363,0.05263157894736842
10,openai/gpt-oss-120b,0.2592592592592592,0.13333333333333333
11,openai/gpt-oss-120b,0.0483870967741935,0.08888888888888889
12,openai/gpt-oss-120b,0.1935483870967742,0.0
13,openai/gpt-oss-120b,0.0519480519480519,0.05357142857142857
14,openai/gpt-oss-120b,0.0689655172413793,0.03225806451612903
15,openai/gpt-oss-120b,0.1071428571428571,0.23076923076923078
16,openai/gpt-oss-120b,0.282051282051282,0.21428571428571427
17,openai/gpt-oss-120b,0.0851063829787234,0.0
18,openai/gpt-oss-120b,0.0317460317460317,0.02040816326530612
19,openai/gpt-oss-120b,0.073170731707317,0.1111111111111111
20,openai/gpt-oss-120b,0.2325581395348837,0.1
21,openai/gpt-oss-120b,0.1372549019607843,0.1111111111111111
22,openai/gpt-oss-120b,0.0983606557377049,0.05405405405405406
23,openai/gpt-oss-120b,0.1521739130434782,0.0
24,openai/gpt-oss-120b,0.0727272727272727,0.1111111111111111
25,openai/gpt-oss-120b,0.09375,0.09302325581395349
26,openai/gpt-oss-120b,0.0289855072463768,0.058823529411764705
27,openai/gpt-oss-120b,0.0169491525423728,0.06521739130434782
28,openai/gpt-oss-120b,0.0769230769230769,0.12
29,openai/gpt-oss-120b,0.2272727272727272,0.2222222222222222
30,openai/gpt-oss-120b,0.125,0.0
31,openai/gpt-oss-120b,0.1132075471698113,0.09090909090909091
32,openai/gpt-oss-120b,0.028169014084507,0.0
33,openai/gpt-oss-120b,0.0612244897959183,0.15151515151515152
34,openai/gpt-oss-120b,0.0769230769230769,0.06060606060606061
35,openai/gpt-oss-120b,0.0188679245283018,0.16666666666666666
36,openai/gpt-oss-120b,0.0517241379310344,0.08333333333333333
37,openai/gpt-oss-120b,0.0816326530612244,0.14705882352941177
38,openai/gpt-oss-120b,0.0816326530612244,0.13333333333333333
39,openai/gpt-oss-120b,0.3571428571428571,0.26666666666666666
40,openai/gpt-oss-120b,0.0898876404494382,0.08695652173913043
41,openai/gpt-oss-120b,0.1296296296296296,0.19047619047619047
42,openai/gpt-oss-120b,0.106060606060606,0.14285714285714285
43,openai/gpt-oss-120b,0.0493827160493827,0.08955223880597014
44,openai/gpt-oss-120b,0.2758620689655172,0.0
45,openai/gpt-oss-120b,0.0263157894736842,0.0
46,openai/gpt-oss-120b,0.0,0.045454545454545456
47,openai/gpt-oss-120b,0.0983606557377049,0.10256410256410256
48,openai/gpt-oss-120b,0.08,0.0
49,openai/gpt-oss-120b,0.1956521739130435,0.1875
50,openai/gpt-oss-120b,0.123076923076923,0.11627906976744186
51,openai/gpt-oss-120b,0.032258064516129,0.1568627450980392
52,openai/gpt-oss-120b,0.1041666666666666,0.0
53,openai/gpt-oss-120b,0.0746268656716417,0.09523809523809523
54,openai/gpt-oss-120b,0.0555555555555555,0.14893617021276595
55,openai/gpt-oss-120b,0.0317460317460317,0.09090909090909091
56,openai/gpt-oss-120b,0.056338028169014,0.0
57,openai/gpt-oss-120b,0.1041666666666666,0.0
58,openai/gpt-oss-120b,0.048780487804878,0.022727272727272728
59,openai/gpt-oss-120b,0.1525423728813559,0.1111111111111111
60,openai/gpt-oss-120b,0.0410958904109589,0.06666666666666667
61,openai/gpt-oss-120b,0.1111111111111111,0.02631578947368421
62,openai/gpt-oss-120b,0.0689655172413793,0.07142857142857142
63,openai/gpt-oss-120b,0.1891891891891892,0.0
64,openai/gpt-oss-120b,0.036144578313253,0.022727272727272728
65,openai/gpt-oss-120b,0.1159420289855072,0.11363636363636363
66,openai/gpt-oss-120b,0.08,0.14285714285714285
67,openai/gpt-oss-120b,0.1470588235294117,0.08695652173913043
68,openai/gpt-oss-120b,0.0972222222222222,0.1
69,openai/gpt-oss-120b,0.16,0.0
70,openai/gpt-oss-120b,0.0657894736842105,0.02702702702702703
71,openai/gpt-oss-120b,0.1020408163265306,0.12903225806451613
