legal_ref_sim,prompt_tokens,time,completion_tokens,total_tokens,total_cost,temparature,top_p,model
0.0377358490566037,9788,38.385143756866455,1276,11064,0.00178284,,,meta-llama/llama-3.3-70b-instruct
0.0769230769230769,8697,108.53313374519348,962,9659,0.00151541,,,meta-llama/llama-3.3-70b-instruct
0.0,5057,38.776293992996216,1309,6366,0.00118101,,,meta-llama/llama-3.3-70b-instruct
0.0,3561,32.80448341369629,890,4451,0.003048543,,,meta-llama/llama-3.3-70b-instruct
0.0204081632653061,14346,207.5490953922272,1170,15516,0.001809,,,meta-llama/llama-3.3-70b-instruct
0.1785714285714285,3546,100.3463261127472,1100,4646,0.00090098,,,meta-llama/llama-3.3-70b-instruct
0.0129870129870129,8744,21.85011887550354,1007,9751,0.00153952,,,meta-llama/llama-3.3-70b-instruct
0.0392156862745098,4155,204.89102792739868,1309,5464,0.00083438,,,meta-llama/llama-3.3-70b-instruct
0.0,5207,36.95343232154846,1051,6258,0.001123345,,,meta-llama/llama-3.3-70b-instruct
0.0375,4260,159.8016152381897,1302,5562,0.0010746,,,meta-llama/llama-3.3-70b-instruct
0.1071428571428571,4547,44.85726499557495,1211,5758,0.00100582,,,meta-llama/llama-3.3-70b-instruct
0.0,17578,24.518468618392944,911,18489,0.00273743,,,meta-llama/llama-3.3-70b-instruct
0.02,7152,37.50248956680298,1040,8192,0.00125344,,,meta-llama/llama-3.3-70b-instruct
0.0769230769230769,5579,44.14263319969177,1212,6791,0.00113004,,,meta-llama/llama-3.3-70b-instruct
0.048780487804878,4910,42.556861877441406,967,5877,0.00104965,,,meta-llama/llama-3.3-70b-instruct
0.0869565217391304,5537,69.40851950645447,1477,7014,0.001338295,,,meta-llama/llama-3.3-70b-instruct
0.0317460317460317,5820,30.95626282691956,1147,6967,0.00113426,,,meta-llama/llama-3.3-70b-instruct
0.046875,7103,19.55611538887024,801,7904,0.00124379,,,meta-llama/llama-3.3-70b-instruct
0.073170731707317,8682,48.41219329833984,1339,10021,0.00155066,,,meta-llama/llama-3.3-70b-instruct
0.044776119402985,5124,65.8349175453186,1364,6488,0.00123734,,,meta-llama/llama-3.3-70b-instruct
0.0329670329670329,6193,28.622647523880005,783,6976,0.0010407,,,meta-llama/llama-3.3-70b-instruct
0.0158730158730158,5506,123.62563014030457,1077,6583,0.00114658,,,meta-llama/llama-3.3-70b-instruct
0.0253164556962025,6244,141.81155371665955,1236,7480,0.00130612,,,meta-llama/llama-3.3-70b-instruct
0.0238095238095238,5061,24.653636932373047,1107,6168,0.00110073,,,meta-llama/llama-3.3-70b-instruct
0.0,5415,62.2879958152771,984,6399,0.0016833,,,meta-llama/llama-3.3-70b-instruct
0.0178571428571428,5011,73.8143310546875,1271,6282,0.00169744,,,meta-llama/llama-3.3-70b-instruct
0.0405405405405405,4450,59.53392052650452,1393,5843,0.00115795,,,meta-llama/llama-3.3-70b-instruct
0.0588235294117647,3842,125.40527629852296,1073,4915,0.00092866,,,meta-llama/llama-3.3-70b-instruct
0.0232558139534883,6583,201.06024622917167,1550,8133,0.0011543,,,meta-llama/llama-3.3-70b-instruct
0.0689655172413793,6221,167.5224609375,1065,7286,0.0009629,,,meta-llama/llama-3.3-70b-instruct
0.0238095238095238,5011,101.9932758808136,940,5951,0.00102743,,,meta-llama/llama-3.3-70b-instruct
0.0289855072463768,9611,43.854565143585205,1092,10703,0.00156828,,,meta-llama/llama-3.3-70b-instruct
0.0227272727272727,2895,152.60690593719482,912,3807,0.00058134,,,meta-llama/llama-3.3-70b-instruct
0.0634920634920634,3441,27.15979051589965,1037,4478,0.00086213,,,meta-llama/llama-3.3-70b-instruct
0.0140845070422535,11021,30.537171840667725,1164,12185,0.00189833,,,meta-llama/llama-3.3-70b-instruct
0.131578947368421,5879,41.5260500907898,1668,7547,0.00143147,,,meta-llama/llama-3.3-70b-instruct
0.027027027027027,21432,113.6300721168518,1150,22582,0.00324616,,,meta-llama/llama-3.3-70b-instruct
0.0588235294117647,8020,39.78585505485535,1079,9099,0.00137242,,,meta-llama/llama-3.3-70b-instruct
0.1,12607,27.691054582595825,968,13575,0.00202611,,,meta-llama/llama-3.3-70b-instruct
0.0405405405405405,10304,29.22159600257873,1045,11349,0.00175752,,,meta-llama/llama-3.3-70b-instruct
0.0181818181818181,8723,35.19305682182312,1404,10127,0.00169559,,,meta-llama/llama-3.3-70b-instruct
0.0439560439560439,4517,49.49908375740051,986,5503,0.001004195,,,meta-llama/llama-3.3-70b-instruct
0.064516129032258,4518,123.38169407844543,1079,5597,0.00101894,,,meta-llama/llama-3.3-70b-instruct
0.0416666666666666,5137,132.14161229133606,1183,6320,0.00114101,,,meta-llama/llama-3.3-70b-instruct
0.2142857142857142,8246,26.77961087226868,1165,9411,0.00153798,,,meta-llama/llama-3.3-70b-instruct
0.0465116279069767,6074,121.00924348831175,1105,7179,0.00123162,,,meta-llama/llama-3.3-70b-instruct
0.0363636363636363,4343,26.62655735015869,1183,5526,0.00103779,,,meta-llama/llama-3.3-70b-instruct
0.0344827586206896,4548,55.30409789085388,1204,5752,0.0014046,,,meta-llama/llama-4-maverick
0.131578947368421,3131,52.28684854507446,1138,4269,0.00115245,,,meta-llama/llama-4-maverick
0.1025641025641025,3761,63.79540705680847,1379,5140,0.00139155,,,meta-llama/llama-4-maverick
0.125,3680,64.14372658729553,1392,5072,0.0013872,,,meta-llama/llama-4-maverick
0.0392156862745098,2583,55.57588863372803,1215,3798,0.00111645,,,meta-llama/llama-4-maverick
0.0754716981132075,8217,71.68505072593689,1556,9773,0.00216615,,,meta-llama/llama-4-maverick
0.0147058823529411,5107,15.249809741973875,1191,6298,0.00297845,,,meta-llama/llama-4-maverick
0.131578947368421,3486,58.78371071815491,1294,4780,0.0012993,,,meta-llama/llama-4-maverick
0.0,7169,47.95937323570252,1033,8202,0.00169515,,,meta-llama/llama-4-maverick
0.0930232558139534,4210,48.11104702949524,1041,5251,0.0012561,,,meta-llama/llama-4-maverick
0.1379310344827586,2659,50.802682876586914,1102,3761,0.00106005,,,meta-llama/llama-4-maverick
0.125,3360,52.16314458847046,1134,4494,0.0011844,,,meta-llama/llama-4-maverick
0.1333333333333333,10089,41.032737016677856,870,10959,0.00203535,,,meta-llama/llama-4-maverick
0.0273972602739726,11504,48.179935455322266,1034,12538,0.002346,,,meta-llama/llama-4-maverick
0.0333333333333333,2890,68.53824257850647,1506,4396,0.0013371,,,meta-llama/llama-4-maverick
0.1020408163265306,4747,17.255476713180542,1367,6114,0.00296509,,,meta-llama/llama-4-maverick
0.1428571428571428,3618,58.84236931800842,1284,4902,0.0013131,,,meta-llama/llama-4-maverick
0.0638297872340425,4146,13.73169231414795,1068,5214,0.00245286,,,meta-llama/llama-4-maverick
0.0746268656716417,5246,12.556499242782593,972,6218,0.00274474,,,meta-llama/llama-4-maverick
0.0465116279069767,5807,50.83137583732605,1101,6908,0.00153165,,,meta-llama/llama-4-maverick
0.1282051282051282,4522,56.420384883880615,1228,5750,0.0014151,,,meta-llama/llama-4-maverick
0.0612244897959183,5211,64.50623917579651,1390,6601,0.00161565,,,meta-llama/llama-4-maverick
0.081967213114754,2227,65.82647585868835,1436,3663,0.00119565,,,meta-llama/llama-4-maverick
0.0625,3470,63.17849040031433,1359,4829,0.0013359,,,meta-llama/llama-4-maverick
0.074074074074074,2003,54.15746998786926,1191,3194,0.00101505,,,meta-llama/llama-4-maverick
0.0517241379310344,3525,59.53785037994385,1312,4837,0.00131595,,,meta-llama/llama-4-maverick
0.0303030303030303,7565,61.14741230010986,1321,8886,0.00192735,,,meta-llama/llama-4-maverick
0.0634920634920634,4431,56.975311040878296,1244,5675,0.00141105,,,meta-llama/llama-4-maverick
0.0,4303,48.23589062690735,1038,5341,0.00126825,,,meta-llama/llama-4-maverick
0.25,2189,47.424479722976685,1008,3197,0.00093315,,,meta-llama/llama-4-maverick
0.05,5498,51.34181523323059,1115,6613,0.0014937,,,meta-llama/llama-4-maverick
0.1063829787234042,2780,18.39410400390625,1395,4175,0.002368,,,meta-llama/llama-4-maverick
0.0,3926,13.663283824920654,1069,4995,0.00237686,,,meta-llama/llama-4-maverick
0.0,2049,56.656694412231445,1241,3290,0.00105195,,,meta-llama/llama-4-maverick
0.0425531914893617,9076,80.49860143661499,1775,10851,0.0024264,,,meta-llama/llama-4-maverick
0.1132075471698113,8689,48.25239014625549,1037,9726,0.00192555,,,meta-llama/llama-4-maverick
0.0,3318,64.47123217582703,1387,4705,0.0013299,,,meta-llama/llama-4-maverick
0.021505376344086,3268,57.762067556381226,1262,4530,0.0012474,,,meta-llama/llama-4-maverick
0.0392156862745098,7282,53.71057391166687,1170,8452,0.0017943,,,meta-llama/llama-4-maverick
0.1481481481481481,2923,52.25732898712158,1127,4050,0.00111465,,,meta-llama/llama-4-maverick
0.0389610389610389,5908,18.223301649093628,1429,7337,0.00343344,,,meta-llama/llama-4-maverick
0.0192307692307692,3819,12.637270212173462,1010,4829,0.00228329,,,meta-llama/llama-4-maverick
0.0952380952380952,3802,15.679730892181396,1246,5048,0.00251334,,,meta-llama/llama-4-maverick
0.0375,7950,12.474018335342407,1001,8951,0.00372014,,,meta-llama/llama-4-maverick
0.0344827586206896,2756,12.779922485351562,987,3743,0.00188824,,,meta-llama/llama-4-maverick
0.0263157894736842,15047,19.043381929397583,1471,16518,0.00667409,,,meta-llama/llama-4-maverick
0.02,4797,14.063233613967896,1143,5940,0.00275859,,,meta-llama/llama-4-maverick
0.0757575757575757,3447,23.28111696243286,1339,4786,0.00254545,,,meta-llama/llama-4-maverick
0.0697674418604651,3861,29.80983591079712,1635,5496,0.00292299,,,meta-llama/llama-4-maverick
0.1521739130434782,4679,24.66525316238404,1405,6084,0.00297929,,,meta-llama/llama-4-maverick
0.09375,6828,17.11990714073181,991,7819,0.00331744,,,meta-llama/llama-4-maverick
0.078125,3493,17.080237865447998,1383,4876,0.00254219,,,meta-llama/llama-4-maverick
0.1025641025641025,4433,27.503973484039307,1380,5813,0.00286531,,,meta-llama/llama-4-maverick
0.0895522388059701,4493,16.34449315071106,1215,5708,0.00272131,,,meta-llama/llama-4-maverick
0.108695652173913,13459,21.113940477371216,1474,14933,0.00612129,,,meta-llama/llama-4-maverick
0.0476190476190476,3698,22.369223833084103,1016,4714,0.00224694,,,meta-llama/llama-4-maverick
0.0519480519480519,5367,15.401028394699097,1061,6428,0.00287609,,,meta-llama/llama-4-maverick
0.0454545454545454,4549,18.82838630676269,1311,5860,0.00283691,,,meta-llama/llama-4-maverick
0.0,8318,15.452637910842896,1067,9385,0.00391206,,,meta-llama/llama-4-maverick
0.0357142857142857,3777,18.19718742370605,1274,5051,0.00253259,,,meta-llama/llama-4-maverick
0.0266666666666666,6123,26.415339469909668,1240,7363,0.00331969,,,meta-llama/llama-4-maverick
0.0545454545454545,3073,15.490426063537598,1068,4141,0.00208019,,,meta-llama/llama-4-maverick
0.0888888888888888,4571,30.475176334381104,1397,5968,0.00293349,,,meta-llama/llama-4-maverick
0.1470588235294117,4084,19.0650155544281,1350,5434,0.00271604,,,meta-llama/llama-4-maverick
0.0357142857142857,14095,12.9891254901886,813,14908,0.00568001,,,meta-llama/llama-4-maverick
0.0571428571428571,7207,16.339043140411377,1115,8322,0.00357409,,,meta-llama/llama-4-maverick
0.0425531914893617,2536,21.99086332321167,981,3517,0.00180236,,,meta-llama/llama-4-maverick
0.123076923076923,3394,18.01131319999695,1229,4623,0.00235354,,,meta-llama/llama-4-maverick
0.0285714285714285,6115,19.179004907608032,1381,7496,0.00345501,,,meta-llama/llama-4-maverick
0.054054054054054,4171,14.233844757080078,1017,5188,0.00241349,,,meta-llama/llama-4-maverick
0.0,4396,14.196281433105469,975,5371,0.00244736,,,meta-llama/llama-4-maverick
0.0204081632653061,3210,25.24750304222107,1167,4377,0.00222426,,,meta-llama/llama-4-maverick
0.1351351351351351,8028,17.001975059509277,1157,9185,0.00390344,,,meta-llama/llama-4-maverick
0.1710526315789473,4678,19.686527252197266,1496,6174,0.00306994,,,meta-llama/llama-4-maverick
0.0727272727272727,7725,17.129149675369263,1247,8972,0.00375491,,,meta-llama/llama-4-maverick
0.0219780219780219,3982,14.20808458328247,974,4956,0.00230434,,,meta-llama/llama-4-maverick
0.1290322580645161,3148,16.262113332748413,1211,4359,0.00224944,,,meta-llama/llama-4-maverick
0.0555555555555555,4097,17.198078870773315,1293,5390,0.00266359,,,meta-llama/llama-4-maverick
0.2142857142857142,7622,22.63320994377136,1061,8683,0.00366534,,,meta-llama/llama-4-maverick
0.0,3466,17.05715322494507,1228,4694,0.00237486,,,meta-llama/llama-4-maverick
0.109090909090909,4085,15.084023714065552,1098,5183,0.00246439,,,meta-llama/llama-4-maverick
0.0338983050847457,4744,25.90348482131958,1227,5971,0.0014478,,,openai/gpt-4o-mini-2024-07-18
0.0263157894736842,3258,24.902256727218628,1158,4416,0.0011835,,,openai/gpt-4o-mini-2024-07-18
0.0476190476190476,3901,18.874223709106445,1240,5141,0.00132915,,,openai/gpt-4o-mini-2024-07-18
0.0638297872340425,3758,17.042609453201294,1162,4920,0.0012609,,,openai/gpt-4o-mini-2024-07-18
0.0188679245283018,2641,21.548869132995605,1124,3765,0.00107055,,,openai/gpt-4o-mini-2024-07-18
0.0576923076923076,8466,17.119637489318848,975,9441,0.0018549,,,openai/gpt-4o-mini-2024-07-18
0.0441176470588235,5239,24.102081537246704,1102,6341,0.00144705,,,openai/gpt-4o-mini-2024-07-18
0.131578947368421,3559,24.87433385848999,1160,4719,0.00122985,,,openai/gpt-4o-mini-2024-07-18
0.0377358490566037,7336,30.98443031311035,1049,8385,0.0017298,,,openai/gpt-4o-mini-2024-07-18
0.0952380952380952,4390,24.104313611984253,1569,5959,0.0015999,,,openai/gpt-4o-mini-2024-07-18
0.1428571428571428,2721,17.783731698989868,1194,3915,0.00112455,,,openai/gpt-4o-mini-2024-07-18
0.0317460317460317,3452,23.43033456802368,1124,4576,0.0011922,,,openai/gpt-4o-mini-2024-07-18
0.0967741935483871,10333,14.823790550231934,1007,11340,0.00215415,,,openai/gpt-4o-mini-2024-07-18
0.0,11870,21.77021050453186,1132,13002,0.0024597,,,openai/gpt-4o-mini-2024-07-18
0.0,2959,20.59366154670716,1349,4308,0.00125325,,,openai/gpt-4o-mini-2024-07-18
0.0588235294117647,4923,17.181594371795654,1153,6076,0.00143025,,,openai/gpt-4o-mini-2024-07-18
0.1666666666666666,3753,24.464626789093018,1324,5077,0.00135735,,,openai/gpt-4o-mini-2024-07-18
0.0,4275,17.19551134109497,1160,5435,0.00133725,,,openai/gpt-4o-mini-2024-07-18
0.0,5420,15.755280256271362,1073,6493,0.0014568,,,openai/gpt-4o-mini-2024-07-18
0.0975609756097561,5944,26.856773853302,1307,7251,0.0016758,,,openai/gpt-4o-mini-2024-07-18
0.1578947368421052,4682,24.609146118164062,1317,5999,0.0014925,,,openai/gpt-4o-mini-2024-07-18
0.0612244897959183,5344,19.27076745033264,1276,6620,0.0015672,,,openai/gpt-4o-mini-2024-07-18
0.0666666666666666,2282,17.532480478286743,1111,3393,0.0010089,,,openai/gpt-4o-mini-2024-07-18
0.0666666666666666,3619,21.10732769966125,1109,4728,0.00120825,,,openai/gpt-4o-mini-2024-07-18
0.0727272727272727,2066,24.32927298545837,1133,3199,0.0009897,,,openai/gpt-4o-mini-2024-07-18
0.0178571428571428,3636,24.09299874305725,1296,4932,0.001323,,,openai/gpt-4o-mini-2024-07-18
0.0153846153846153,7766,34.30666780471802,1285,9051,0.0019359,,,openai/gpt-4o-mini-2024-07-18
0.0491803278688524,4548,25.58126902580261,1210,5758,0.0014082,,,openai/gpt-4o-mini-2024-07-18
0.0232558139534883,4507,19.1500346660614,888,5395,0.00120885,,,openai/gpt-4o-mini-2024-07-18
0.1904761904761904,2244,19.99522805213928,1080,3324,0.0009846,,,openai/gpt-4o-mini-2024-07-18
0.0,5669,28.019174575805664,1396,7065,0.00168795,,,openai/gpt-4o-mini-2024-07-18
0.0652173913043478,2862,15.88585090637207,1315,4177,0.0012183,,,openai/gpt-4o-mini-2024-07-18
0.0,4017,17.672956705093384,1018,5035,0.00121335,,,openai/gpt-4o-mini-2024-07-18
0.0392156862745098,2130,16.861109733581543,1141,3271,0.0010041,,,openai/gpt-4o-mini-2024-07-18
0.0217391304347826,9347,16.544771671295166,1134,10481,0.00208245,,,openai/gpt-4o-mini-2024-07-18
0.0377358490566037,9030,23.14891004562378,1232,10262,0.0020937,,,openai/gpt-4o-mini-2024-07-18
0.0,3456,22.53826904296875,1562,5018,0.0014556,,,openai/gpt-4o-mini-2024-07-18
0.021505376344086,3363,17.238051176071167,1099,4462,0.00116385,,,openai/gpt-4o-mini-2024-07-18
0.0408163265306122,7488,13.866868495941162,1185,8673,0.0018342,,,openai/gpt-4o-mini-2024-07-18
0.1481481481481481,3028,106.70774173736572,1143,4171,0.00114,,,openai/gpt-4o-mini-2024-07-18
0.0379746835443038,6073,20.044410705566406,1208,7281,0.00163575,,,openai/gpt-4o-mini-2024-07-18
0.0392156862745098,3969,15.459799766540527,1272,5241,0.00135855,,,openai/gpt-4o-mini-2024-07-18
0.0476190476190476,3952,18.37811064720153,1086,5038,0.0012444,,,openai/gpt-4o-mini-2024-07-18
0.0240963855421686,8305,21.506654262542725,1329,9634,0.00204315,,,openai/gpt-4o-mini-2024-07-18
0.1379310344827586,2840,15.41557788848877,1063,3903,0.0010638,,,openai/gpt-4o-mini-2024-07-18
0.0526315789473684,15374,21.076967000961304,1453,16827,0.0031779,,,openai/gpt-4o-mini-2024-07-18
0.0196078431372549,4929,15.732243061065674,1200,6129,0.00145935,,,openai/gpt-4o-mini-2024-07-18
0.1044776119402985,3533,18.337368726730347,1333,4866,0.00132975,,,openai/gpt-4o-mini-2024-07-18
0.0697674418604651,3988,17.707343101501465,1350,5338,0.0014082,,,openai/gpt-4o-mini-2024-07-18
0.0666666666666666,4835,26.367361068725582,1157,5992,0.00141945,,,openai/gpt-4o-mini-2024-07-18
0.0454545454545454,7052,16.054457902908325,1232,8284,0.001797,,,openai/gpt-4o-mini-2024-07-18
0.03125,3619,17.0159113407135,1001,4620,0.00114345,,,openai/gpt-4o-mini-2024-07-18
0.024390243902439,4543,17.447465181350708,1272,5815,0.00144465,,,openai/gpt-4o-mini-2024-07-18
0.0714285714285714,4639,17.193636178970337,1016,5655,0.00130545,,,openai/gpt-4o-mini-2024-07-18
0.0659340659340659,13719,20.93354630470276,1536,15255,0.00297945,,,openai/gpt-4o-mini-2024-07-18
0.0,3738,15.377331018447876,1058,4796,0.0011955,,,openai/gpt-4o-mini-2024-07-18
0.0256410256410256,5482,16.73912024497986,1167,6649,0.0015225,,,openai/gpt-4o-mini-2024-07-18
0.0217391304347826,4742,23.010488271713257,1280,6022,0.0014793,,,openai/gpt-4o-mini-2024-07-18
0.0259740259740259,8684,17.633756399154663,1276,9960,0.0019914,,,openai/gpt-4o-mini-2024-07-18
0.0526315789473684,3893,14.515918493270874,1110,5003,0.00124995,,,openai/gpt-4o-mini-2024-07-18
0.0133333333333333,6283,18.6253125667572,1417,7700,0.00179265,,,openai/gpt-4o-mini-2024-07-18
0.0784313725490196,3135,16.471040964126587,1244,4379,0.00121665,,,openai/gpt-4o-mini-2024-07-18
0.0434782608695652,4648,15.528929710388184,1412,6060,0.0015444,,,openai/gpt-4o-mini-2024-07-18
0.1724137931034483,4188,22.63006567955017,1196,5384,0.0013458,,,openai/gpt-4o-mini-2024-07-18
0.0120481927710843,14509,13.426177740097046,979,15488,0.00276375,,,openai/gpt-4o-mini-2024-07-18
0.0579710144927536,7400,14.304141521453856,1124,8524,0.0017844,,,openai/gpt-4o-mini-2024-07-18
0.0666666666666666,2698,14.66211986541748,1150,3848,0.0010947,,,openai/gpt-4o-mini-2024-07-18
0.064516129032258,3500,15.12870168685913,1166,4666,0.0012246,,,openai/gpt-4o-mini-2024-07-18
0.0298507462686567,6294,15.588220119476318,1084,7378,0.0015945,,,openai/gpt-4o-mini-2024-07-18
0.0769230769230769,4253,18.36174058914185,1359,5612,0.00145335,,,openai/gpt-4o-mini-2024-07-18
0.0394736842105263,4506,26.52894639968872,1239,5745,0.0014193,,,openai/gpt-4o-mini-2024-07-18
0.0,3338,14.787743330001833,1150,4488,0.0011907,,,openai/gpt-4o-mini-2024-07-18
0.1282051282051282,8276,23.92405915260315,1491,9767,0.002136,,,openai/gpt-4o-mini-2024-07-18
0.0263157894736842,4757,16.97093963623047,1234,5991,0.00145395,,,openai/gpt-4o-mini-2024-07-18
0.0178571428571428,8013,16.487608671188354,1246,9259,0.00187275,,,openai/gpt-4o-mini-2024-07-18
0.0109890109890109,4113,19.054973363876343,1052,5165,0.00124815,,,openai/gpt-4o-mini-2024-07-18
0.0967741935483871,3232,16.58669924736023,1263,4495,0.0012426,,,openai/gpt-4o-mini-2024-07-18
0.0,4219,18.49117159843445,1205,5424,0.00135585,,,openai/gpt-4o-mini-2024-07-18
0.1333333333333333,7815,17.696797132492065,1287,9102,0.00194445,,,openai/gpt-4o-mini-2024-07-18
0.0681818181818181,3520,16.407864332199097,1125,4645,0.001203,,,openai/gpt-4o-mini-2024-07-18
0.0677966101694915,4245,18.000098943710327,1299,5544,0.00141615,,,openai/gpt-4o-mini-2024-07-18
0.1269841269841269,9283,138.90329313278198,5508,14791,0.0164741,,,deepseek/deepseek-r1-0528
0.1219512195121951,4146,126.63187789916992,2371,6517,0.00724178,,,deepseek/deepseek-r1-0528
0.1956521739130435,8567,141.9957103729248,2685,11252,0.0101368,,,deepseek/deepseek-r1-0528
0.2040816326530612,4678,257.6705253124237,6881,11559,0.018401104,,,deepseek/deepseek-r1-0528
0.0634920634920634,3509,118.02257013320924,2252,5761,0.00666386,,,deepseek/deepseek-r1-0528
0.1698113207547169,17222,236.10185146331787,4716,21938,0.01889188,,,deepseek/deepseek-r1-0528
0.1014492753623188,4125,246.78305864334104,5989,10114,0.016046229,,,deepseek/deepseek-r1-0528
0.1707317073170731,6777,98.96287274360655,2569,9346,0.0092501,,,deepseek/deepseek-r1-0528
0.0615384615384615,4131,109.99688148498537,2695,6826,0.0080657,,,deepseek/deepseek-r1-0528
0.1739130434782608,6272,78.8674635887146,2627,8899,0.00877445,,,deepseek/deepseek-r1-0528
0.1290322580645161,3055,309.1803548336029,8197,11252,0.0193032,,,deepseek/deepseek-r1-0528
0.1194029850746268,16202,187.13145923614505,5377,21579,0.021543164,,,deepseek/deepseek-r1-0528
0.25,3759,458.873291015625,8637,12396,0.02070816,,,deepseek/deepseek-r1-0528
0.0625,13724,251.2816228866577,6681,20405,0.02183935,,,deepseek/deepseek-r1-0528
0.0757575757575757,4325,234.8900270462036,6083,10408,0.016375313,,,deepseek/deepseek-r1-0528
0.1343283582089552,5851,303.03591990470886,5858,11709,0.01569594,,,deepseek/deepseek-r1-0528
0.2564102564102564,2948,324.0703978538513,6306,9254,0.01522108,,,deepseek/deepseek-r1-0528
0.0961538461538461,5069,141.0805275440216,4970,10039,0.013172,,,deepseek/deepseek-r1-0528
0.0921052631578947,3158,77.24267411231995,2538,5696,0.0071936,,,deepseek/deepseek-r1-0528
0.1702127659574468,8149,225.0865881443024,7466,15615,0.021720355,,,deepseek/deepseek-r1-0528
0.238095238095238,5051,117.919410943985,4153,9204,0.01140645,,,deepseek/deepseek-r1-0528
0.2452830188679245,10029,322.1966726779938,6081,16110,0.01827108,,,deepseek/deepseek-r1-0528
0.0945945945945946,6822,251.00453686714167,4857,11679,0.01399926,,,deepseek/deepseek-r1-0528
0.1698113207547169,4364,118.85137438774107,3948,8312,0.0108884,,,deepseek/deepseek-r1-0528
0.037037037037037,7600,198.64099383354187,5254,12854,0.0154755,,,deepseek/deepseek-r1-0528
0.0757575757575757,4310,217.894476890564,4323,8633,0.01157914,,,deepseek/deepseek-r1-0528
0.1285714285714285,9636,432.7500212192536,8438,18074,0.02321284,,,deepseek/deepseek-r1-0528
0.1212121212121212,5600,99.69352078437804,3469,9069,0.01024875,,,deepseek/deepseek-r1-0528
0.1,2613,144.9686155319214,3743,6356,0.009484,,,deepseek/deepseek-r1-0528
